CMC_id,CMC_rank,name,ticker,web_primary,web_secondary,source_code,check_source,notes,repo,forge,stars,forks,auth_tot,authors,commits,comments,PR_open,days_inactive,avg_resp_time,med_resp_time,avg_longevity_days,language:,created_since:,updated_since:,contributor_count:,org_count:,commit_frequency:,recent_releases_count:,updated_issues_count:,closed_issues_count:,comment_frequency:,dependents_count:,criticality_score:,alexa_rank,geo_rmse,geo_mae
5221,430,Handshake,HNS,https://handshake.org/,,https://github.com/handshake-org/hsd,y,,handshake-org/hsd,github,1619,403,176,9.67,12.67,71.67,6,0.819,26.78,10.56,275.27,JavaScript,106,0,63,5,2.9,6,64,55,1.2,0,0.46542,259628,0.406639457,0.254218758
3874,431,IRISnet,IRIS,https://www.irisnet.org/,,https://github.com/irisnet/irishub,y,,irisnet/irishub,github,279,318,85,6.67,26.67,3.33,8.67,1.042,15.27,0.81,244.23,Go,59,0,58,5,1.8,5,37,27,0.4,1263,0.54098,528575,0.41487829,0.267084871
8200,432,Shapeshift FOX Token,FOX,https://shapeshift.com/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,81309,,
2245,433,Presearch,PRE,https://www.presearch.io/,https://www.presearch.org/,https://github.com/PresearchOfficial/presearch-packages,y,,PresearchOfficial/presearch-packages,github,84,43,41,5.33,4.5,3,3.67,0.305,47.06,43.3,191,JavaScript,54,2,12,2,0.9,4,19,4,1.5,7,0.34374,110951,0.33858659,0.211574248
8985,434,Efinity Token,EFI,https://enjin.io/products/efinity,https://enjin.io,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,20736,,
15678,435,Voxies,VOXEL,https://voxies.io/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,92091,,
7678,436,KeeperDAO,ROOK,https://app.keeperdao.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,363797,,
15585,437,GuildFi,GF,https://guildfi.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,15437,,
2441,438,Molecular Future,MOF,http://www.molecular.cc/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,2586733,,
8541,439,SifChain,erowan,https://sifchain.finance/,,https://github.com/Sifchain/sifnode,y,,Sifchain/sifnode,github,83,121,107,27,498,157,48.67,0.318,12.95,3.02,190.54,Go,29,2,74,6,25.1,33,105,52,0.7,150,0.5577,73692,0.255082021,0.160031211
8100,440,ankrETH,aEth,https://stkr.io/,,https://github.com/Ankr-network/ankr-chain,n,needs updating,Ankr-network/ankr-chain,github,11,9,4,0,0,0,0,55.616,0,0,132,,,,,,,,,,,,,2958618,,
788,441,Circuits of Value,COVAL,https://circuitsofvalue.com/,https://www.emblem.pro,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,498181,,
6859,442,Harvest Finance,FARM,https://harvest.finance/,,https://github.com/harvest-finance/harvest,y,,harvest-finance/harvest,github,218,168,26,1,0,1.33,0,7.156,0.12,0.12,77.53,Solidity,29,19,8,2,0,0,0,0,0,74,0.20196,108649,0.391630143,0.247467382
11232,443,Highstreet,HIGH,https://highstreet.market,,https://github.com/TravisBuilds/HighStreet,y,,TravisBuilds/HighStreet,github,22,15,8,0,0,0,0,24.698,4.48,0.65,83.12,JavaScript,12,6,6,1,3.7,0,0,0,0,0,0.1293,99133,0.405251843,0.247472609
9020,444,Toko Token,TKO,https://www.tokocrypto.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,23988,,
8044,445,Adappter Token,ADP,https://adappter.io/eng.html,,https://github.com/sinestcorp/Adappter,y,,sinestcorp/Adappter,github,0,1,1,0,0,0,0,143.178,0,0,0,Solidity,18,18,1,0,0,0,0,0,0,0,0.01915,2295736,0.391630143,0.247467382
4467,446,Nestree,EGG,https://www.nestree.io/,https://blog.naver.com/nestree_io,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,1885377,,
8525,447,Rai Reflex Index,RAI,https://reflexer.finance/,,https://github.com/reflexer-labs/auction-keeper,y,,reflexer-labs/auction-keeper,github,7,5,3,0,0,0,0,58.498,0.04,0.03,209.5,Python,57,6,16,3,0.2,2,0,0,0,0,0.22087,522138,0.391630143,0.247467382
8615,448,Ethernity Chain,ERN,https://ethernity.io/,https://ethernity.co/,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,101806,,
15261,449,ONUS,ONUS,https://goonus.io/en,,https://github.com/ONUS-APP/smart-contract,y,,ONUS-APP/smart-contract,github,1,0,1,0,0,0,0,26.358,0,0,0,Solidity,7,4,2,0,0.1,0,0,0,0,0,0.0435,94792,0.440843502,0.288436206
6724,450,Klever,KLV,https://www.klever.io/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,106607,,
3946,451,Carry,CRE,https://carryprotocol.io/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,738310,,
8206,452,QuickSwap,QUICK,https://quickswap.exchange/,https://info.quickswap.exchange/#/home,https://github.com/QuickSwap/quickswap-core,y,,QuickSwap/quickswap-core,github,79,81,18,2,0,0.33,0,2.225,4.99,4.99,37.17,Solidity,41,1,8,3,0.1,0,2,0,0.5,4,0.25867,5792,0.391630143,0.247467382
12387,453,Ribbon Finance,RBN,https://www.ribbon.finance/,,https://github.com/ribbon-finance/ribbon-v2,y,,ribbon-finance/ribbon-v2,github,90,25,12,5.33,181,79.33,17.33,0.974,5.5,1.92,128.64,TypeScript,21,1,10,0,1.5,0,7,5,0.3,4,0.2074,68176,0.376540723,0.24386564
3930,454,ThunderCore,TT,https://www.thundercore.com,,https://github.com/thundercore/thundercore-localchain,y,,thundercore/thundercore-localchain,github,29,15,8,2,1,0,1,77.694,0,0,635,Go,110,13,355,9,0,15,0,0,0,0,0.37554,201931,0.41698703,0.267971396
8827,455,Boson Protocol,BOSON,http://bosonprotocol.io,,https://github.com/bosonprotocol/contracts,y,,bosonprotocol/contracts,github,55,12,24,6,74.67,25,8.67,1.957,10.1,0.93,128.64,TypeScript,32,4,23,5,2.1,3,7,5,1.1,47,0.39363,271993,0.338528925,0.219988621
7102,456,Linear,LINA,https://linear.finance,,https://github.com/Linear-finance/linear,y,,Linear-finance/linear,github,32,5,10,1,64,0,0,2.356,1.58,0.05,98.7,TypeScript,29,3,10,1,0.1,0,2,0,1.5,28,0.25815,214013,0.334226723,0.205800715
5354,457,PEAKDEFI,PEAK,http://peakdefi.com/,https://app.peakdefi.com/,https://github.com/PeakDeFi/contracts,y,,PeakDeFi/contracts,github,2,1,0,0,0,0,0,131.716,0,0,0,None,36,36,1,10,0,0,0,0,0,0,0.1368,561610,0.391630143,0.247467382
1993,458,Kin,KIN,https://www.kin.org/,,https://github.com/kinecosystem/kin-node,y,,kinecosystem/kin-node,github,16,14,15,2,0,0.5,0,57.432,0.5,0.22,163.09,TypeScript,30,2,4,2,0.1,9,2,2,0,2,0.23324,220938,0.362280393,0.225340296
6841,459,Phala Network,PHA,https://phala.network/,,https://github.com/Phala-Network/phala-blockchain,y,,Phala-Network/phala-blockchain,github,277,161,76,9,243,68.33,18.67,0.569,7.61,0.63,135.56,Rust,39,0,31,4,28,30,127,114,1.1,11,0.52368,240235,0.398391059,0.259162162
5279,460,Sologenic,SOLO,https://www.sologenic.com/,,https://github.com/sologenic/sologenic-xrpl-stream-js,y,,sologenic/sologenic-xrpl-stream-js,github,14,11,11,1,0,0.5,2,0.582,30.02,30.02,202.7,TypeScript,38,16,6,1,0,11,1,0,0,0,0.15727,117685,0.322163176,0.203230386
2610,461,PECULIUM (old),PCL,http://peculium.io,https://saieve.io/,https://github.com/Peculium-Dev/PCLToken,y,,Peculium-Dev/PCLToken,github,0,0,2,0,0,0,0,986.608,0,0,18,,,,,,,,,,,,,1855439,0.391630143,0.247467382
11294,462,SuperRare,RARE,https://superrare.com/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,11224,,
4036,463,Contentos,COS,https://www.contentos.io/,,https://github.com/coschain/contentos-go,y,,coschain/contentos-go,github,50,35,17,1,0,0.5,0,5.048,75.74,75.74,314.64,Go,52,1,7,0,0.1,1,4,0,1.5,58,0.27494,186477,0.41698703,0.267971396
4950,464,LCX,LCX,https://www.lcx.com,http://t.me/LCXNews,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,81890,,
7242,465,cVault.finance,CORE,https://cvault.finance/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,1151753,,
10188,466,Automata Network,ATA,https://ata.network,,https://github.com/automata-network/automata,y,,automata-network/automata,github,77,16,15,2.5,16,0,6.5,1.156,8.02,0.58,75.31,Rust,24,7,10,1,0.7,1,0,0,0,7,0.18689,553828,0.402129516,0.261362201
2492,467,Elastos,ELA,https://elastos.info,https://elastos.org,https://github.com/elastos/Elastos,y,,elastos/Elastos,github,159,96,12,1,157,0,0,4.206,0,0,370.86,Go,92,1,129,4,0.8,0,0,0,0,574,0.43156,882475,0.41698703,0.267971396
8707,468,Alpaca Finance,ALPACA,https://www.alpacafinance.org/,,https://github.com/alpaca-finance/bsc-alpaca-contract,y,,alpaca-finance/bsc-alpaca-contract,github,124,69,27,8,132,52.67,22.33,0.832,3.12,0.12,158.48,TypeScript,22,0,17,0,23.1,4,17,17,0,0,0.2796,34220,0.440763728,0.288377272
8107,469,Cobak Token,CBK,https://cobak.co.kr/,,https://github.com/cobak-dev/token-profile,y,,cobak-dev/token-profile,github,0,1,0,0,0,0,0,27.888,0,0,0,None,48,18,1372,2,0,0,0,0,0,0,0.27673,27003,0.391630143,0.247467382
7460,470,Alpha Quark Token,AQT,https://alphaquark.io/,,https://github.com/alphaquark/defi-contracts,y,,alphaquark/defi-contracts,github,7,4,0,0,0,0,0,284.178,0,0,22,Solidity,20,20,1,1,0,0,0,0,0,0,0.05316,1158648,0.391630143,0.247467382
1521,471,Komodo,KMD,https://komodoplatform.com/,,https://github.com/KomodoPlatform/atomicDEX-Desktop,y,,KomodoPlatform/atomicDEX-Desktop,github,144,152,81,14.33,160.67,103.67,41.33,0.183,10.78,0.99,137.61,QML,38,0,44,4,23.8,5,367,254,0.8,124,0.55124,200009,0.286640516,0.188739143
3714,472,LTO Network,LTO,https://www.ltonetwork.com/,,https://github.com/ltonetwork/lto-public-chain,y,,ltonetwork/lto-public-chain,github,27,4,9,2.67,122.67,4.33,3.67,0.388,34.03,19.6,342.73,Scala,97,3,57,4,3.1,9,3,0,0,0,0.3443,293593,0.334114092,0.205665893
463,473,BitShares,BTS,https://bitshares.org,,https://github.com/bitshares/bitshares-core,y,,bitshares/bitshares-core,github,1176,1408,343,2.33,70.5,34.33,8,0.317,8.59,0.58,251.85,C++,83,3,79,5,6.4,10,38,16,0.5,666,0.5392,336480,0.301088858,0.190622144
4441,474,Vectorspace AI,VXV,https://vectorspace.ai,,exclude,y,,,,,,,,,,,,,,,,,,,,,,,,,,,466572,,
4191,475,Syntropy,NOIA,http://syntropynet.com/,,https://github.com/SyntropyNet/syntropy-agent,y,,SyntropyNet/syntropy-agent,github,16,3,8,2,68,8,1.5,1.944,12.74,9.92,227.5,Go,18,1,6,2,5.5,33,2,2,0,3,0.29361,245601,0.377296714,0.231311145
7150,476,Flamingo,FLM,https://flamingo.finance/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,26492,,
5266,477,MiL.k,MLK,http://milkalliance.io/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,891882,,
2319,478,Qcash,QC,https://quickcash.com/,https://www.zb.cn,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,6946281,,
5049,479,VerusCoin,VRSC,http://www.veruscoin.io,,https://github.com/veruscoin/veruscoin,y,,veruscoin/veruscoin,github,0,0,0,0,0,0,0,19077.458,0,0,0,C++,163,1,543,4,14.2,19,20,19,0.1,288,0.60079,,0.366923219,0.224942537
8034,480,BioPassport Token,BIOT,https://biopassport.io,,https://github.com/biopassport/contract,y,,biopassport/contract,github,0,0,1,0,0,0,0,526.412,0,0,17,Solidity,18,18,1,1,0,0,0,0,0,0,0.05316,2477995,0.391630143,0.247467382
15257,481,EverRise,RISE,https://www.everrise.com/,,https://github.com/everrise-ecosystem/contracts-public,y,,everrise-ecosystem/contracts-public,github,1,4,1,0,0,0,0,22.976,0,0,15,Solidity,15,14,1,0,0,0,0,0,0,0,0.02073,48143,0.327076508,0.203022937
213,482,MonaCoin,MONA,http://monacoin.org,,https://github.com/monacoinproject/monacoin,y,,monacoinproject/monacoin,github,375,261,69,0,0,0,0,19.866,4.3,0.26,268.77,C++,153,4,867,3,0.4,2,0,0,0,18,0.41123,1274160,0.331893973,0.202012836
7206,483,TitanSwap,TITAN,https://titanswap.org/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,2181850,,
6138,484,DIA,DIA,https://diadata.org/,,https://github.com/diadata-org/diadata,y,,diadata-org/diadata,github,167,150,128,10.33,99.67,28.33,4.67,0.047,10.12,4.76,157.62,Go,54,0,65,5,18.5,680,29,24,0.3,240,0.56656,227271,0.325222249,0.206358383
10180,485,GMT Token,GMT,https://gmt.io/,,https://github.com/gomining-token/smart,y,,gomining-token/smart,github,1,3,1,1,0,0,1,3.143,0,0,4,Solidity,10,10,1,0,0,0,2,1,0,0,0.03152,117913,0.391630143,0.247467382
7654,486,RFOX,RFOX,https://rfox.com,https://rfoxvalt.com/,exclude,y,,,,,,,,,,,,,,,,,,,,,,,,,,,157272,,
4862,487,DAD,DAD,https://dad.one/,,https://github.com/DAD-Chain/dad-go,y,,DAD-Chain/dad-go,github,28,11,18,3.67,13.33,0,6.33,26.338,2.6,0.57,470.33,Go,44,1,28,2,2.1,0,10,10,0,0,0.27569,1748480,0.41698703,0.267971396
9868,488,XCAD Network,XCAD,https://xcademytoken.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11562,489,Kava Swap,SWP,https://www.kava.io/swap,https://app.kava.io/swap/pools,exclude,y,double of KAVA,,,,,,,,,,,,,,,,,,,,,,,,,,50394,,
17145,490,League of Kingdoms Arena,LOKA,https://www.leagueofkingdoms.com/,https://play.leagueofkingdoms.com/,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,13091,,
5614,491,Zelwin,ZLW,https://zelwin.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,514610,,
6069,492,Assemble Protocol,ASM,http://assembleprotocol.io/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,726746,,
3914,493,GlitzKoin,GTN,https://www.glitzkoin.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,4303329,,
2134,494,Grid+,GRID,http://gridplus.io/,,https://github.com/GridPlus/gridplus-sdk,y,,GridPlus/gridplus-sdk,github,21,15,14,4.33,84.33,25,25.67,0.508,10.1,0.29,237.42,TypeScript,59,0,13,5,5.4,41,47,42,0.8,78,0.50769,168654,0.375899837,0.23504092
10293,495,Swarm,BZZ,https://www.ethswarm.org/,,https://github.com/ethersphere/bee,y,,ethersphere/bee,github,1477,391,439,19,482.33,196.33,33,0.131,18.27,2.2,87.27,Go,37,0,51,3,8.8,19,352,299,0.4,109,0.5372,417924,0.316869073,0.187816084
2915,496,Moss Coin,MOC,https://moss.land,,exclude,y,,,,,,,,,,,,,,,,,,,,,,,,,,,499650,,
2630,497,PolySwarm,NCT,https://polyswarm.io/,,https://github.com/polyswarm/polyswarm-cli,y,,polyswarm/polyswarm-cli,github,2,1,17,1,4.33,0,1.5,3.559,0.66,0.05,343.31,Python,49,3,13,3,1,4,0,0,0,10,0.2864,472405,0.414049697,0.266801792
10974,498,Tranchess,CHESS,https://tranchess.com/,,https://github.com/tranchess/contract-core,y,,tranchess/contract-core,github,48,19,3,2,54.33,0,11.33,0.088,0.63,0.04,125,TypeScript,12,0,3,0,9.6,11,34,33,0,0,0.23468,165194,0.394230769,0.247138063
3695,499,Hyperion,HYN,https://www.hyn.space/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,500,Vega Protocol,VEGA,https://vega.xyz,https://fairground.wtf,https://github.com/vegaprotocol/vegawallet,y,,vegaprotocol/vegawallet,github,9,6,27,10.33,77.67,37.67,13.67,0.751,4.58,0.85,91.67,Go,34,4,21,2,2.2,11,1,0,0,33,0.3192,435236,0.26234585,0.168425124
3481,501,Peony,PNY,https://peony.net/,,https://github.com/decenomy/PNY,y,,decenomy/PNY,github,0,1,4,1,80,0,0,21.708,0.04,0.04,105.67,C++,153,2,443,3,7,5,1,1,3,0,0.4629,561685,0.278462848,0.173143057
3968,502,Elitium,EUM,https://www.elitium.io,https://app.elitium.io/,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,1262384,,
8660,503,BSCPAD,BSCPAD,https://bscpad.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,23276,,
8258,504,CUDOS,CUDOS,https://www.cudos.org/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,124655,,
2143,505,Streamr,DATA,https://streamr.network,,https://github.com/streamr-dev/network-monorepo,y,,streamr-dev/network-monorepo,github,35,12,30,15.67,400.67,148.33,58,0.776,6.07,1,179.23,,,,,,,,,,,,,236613,0.334828148,0.195291922
7959,506,Venus BUSD,vBUSD,https://app.venus.io/dashboard,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,28451,,
1768,507,Ambire AdEx,ADX,https://www.adex.network/,,https://github.com/AmbireTech/adex-protocol-eth,y,,AmbireTech/adex-protocol-eth,github,13,3,7,1.67,5,0,3,4.84,0.89,0.89,47.2,JavaScript,53,1,15,6,0.5,8,6,0,0,0,0.31248,55058,0.382158886,0.242694974
1556,508,Chrono.tech,TIME,https://chrono.tech/,,https://github.com/Chrono-Tech/ChronoMint,y,,Chrono-Tech/ChronoMint,github,1,2,1,0,0,0,0,31.038,0,0,0,JavaScript,75,49,28,6,0,1,0,0,0,0,0.21114,327110,0.391630143,0.247467382
10744,509,DeRace,DERC,https://www.derace.com,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,41626,,
5821,510,Aleph.im,ALEPH,https://aleph.im/,,https://github.com/aleph-im/pyaleph,y,,aleph-im/pyaleph,github,58,16,10,3.33,55.33,33.33,16,0.172,12.44,1.02,284.56,Python,47,0,13,6,3.4,12,24,7,0.1,15,0.4247,177009,0.329409891,0.19976743
10641,511,RichQUACK.com,QUACK,https://www.richquack.com,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,200496,,
8669,512,Sovryn,SOV,https://sovryn.app/,https://live.sovryn.app/,https://github.com/DistributedCollective/Sovryn-smart-contracts,y,,DistributedCollective/Sovryn-smart-contracts,github,107,43,42,7.33,91.67,14.67,5.33,0.433,19.31,6.13,134.87,JavaScript,30,0,25,5,8.6,6,22,14,0.3,272,0.48747,91265,0.384717291,0.256688042
9461,513,X World Games,XWG,https://xwg.games/,https://www.xwggame.com/,https://github.com/XWorldGames/XWG-contracts,y,,XWorldGames/XWG-contracts,github,0,0,0,0,0,0,0,19077.458,0,0,0,Solidity,22,22,2,0,0,0,0,0,0,0,0.03035,64219,0.391630143,0.247467382
1414,514,Firo,FIRO,https://firo.org/,,https://github.com/firoorg/firo,y,,firoorg/firo,github,157,59,54,14.33,50.33,43.67,10.33,0.793,33.03,10.2,188.37,C++,163,1,595,3,1.1,8,22,15,1.2,3,0.49616,277036,0.468005369,0.321162104
7228,515,DerivaDAO,DDX,https://derivadex.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,855560,,
5622,516,Darma Cash,DMCH,https://www.darmacash.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,236464,,
11212,517,Star Atlas,ATLAS,https://staratlas.com,https://play.staratlas.com,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,5476,,
11035,518,Splintershards,SPS,https://splinterlands.com,,https://github.com/steem-monsters/splinterlands-js,y,,steem-monsters/splinterlands-js,github,12,9,7,1,3,0,0,0.722,0.01,0.01,711,JavaScript,44,1,5,1,1.1,0,4,3,0,0,0.19321,13548,0.38225305,0.240857483
9721,519,Samoyedcoin,SAMO,https://samoyedcoin.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,295954,,
4366,520,MixMarvel,MIX,https://www.mixmarvel.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,897464,,
5829,521,TrustSwap,SWAP,https://trustswap.org/,,https://github.com/trustswap/swap-contracts,y,,trustswap/swap-contracts,github,0,3,0,0,0,0,0,330.401,0,0,0,Solidity,14,12,3,2,0,0,0,0,0,0,0.09571,89936,0.391630143,0.247467382
2933,522,BitMart Token,BMX,https://www.bitmart.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,4656,,
6216,523,AXEL,AXEL,https://www.axel.org/,https://www.axel.org/axel-network/,https://github.com/axelnetwork/AXEL,y,,axelnetwork/AXEL,github,12,7,1,0,0,0,0,117.934,0,0,599.5,C++,43,15,2,1,0,3,0,0,0,0,0.11392,275138,0.381128342,0.239352026
2273,524,Uquid Coin,UQC,https://uquidcoin.com,https://uquid.com,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,2475691,,
6957,525,AllianceBlock,ALBT,https://allianceblock.io/,,https://github.com/Stichting-AllianceBlock-Foundation/AllianceBlock-Contracts,y,,Stichting-AllianceBlock-Foundation/AllianceBlock-Contracts,github,3,1,0,0,0,0,0,65.183,0,0,0,JavaScript,29,29,3,0,0,0,0,0,0,0,0.0383,504888,0.391630143,0.247467382
9638,526,SingularityDAO,SDAO,https://www.singularitydao.ai/,,exclude,y,,,,,,,,,,,,,,,,,,,,,,,,,,,163423,,
2866,527,Sentinel Protocol,UPP,https://sentinelprotocol.io,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,5713079,,
3581,528,Kleros,PNK,https://kleros.io/,,https://github.com/kleros/kleros,y,,kleros/kleros,github,204,109,35,2,1,0.67,1,6.815,60.09,14.2,328.64,Solidity,65,2,26,6,0.5,0,47,32,2,64,0.4416,211537,0.334226723,0.205800715
11234,529,Position Exchange,POSI,https://position.exchange/,,https://github.com/PositionExchange/position-token,y,,PositionExchange/position-token,github,11,8,1,0,0,0,0,11.298,0,0,12,TypeScript,8,8,1,1,0.2,0,0,0,0,0,0.05626,33616,0.391630143,0.247467382
4275,530,Cocos-BCX,COCOS,https://www.cocosbcx.io/,,https://github.com/Cocos-BCX/cocos-mainnet,y,,Cocos-BCX/cocos-mainnet,github,1586,131,24,0,0,0,0,5.227,0,0,39.17,C++,45,28,19,0,0,10,0,0,0,21,0.1923,141244,0.391630143,0.247467382
7824,531,Vai,VAI,https://venus.io,,https://github.com/SwipeWallet/Venus-Protocol,y,,SwipeWallet/Venus-Protocol,github,0,0,0,0,0,0,0,19077.458,0,0,0,,,,,,,,,,,,,28451,0.430319766,0.281209245
5299,532,HyperDAO,HDAO,http://www.hyperdao.com,,https://github.com/hyperdao/hdd,n,needs updating,hyperdao/hdd,github,1,0,0,0,0,0,0,996.077,0,0,6,,,,,,,,,,,,,1414387,0.391630143,0.247467382
5947,533,TokenPocket,TPT,https://www.tokenpocket.pro/,,https://github.com/TP-Lab/tp-js-sdk,y,,TP-Lab/tp-js-sdk,github,143,63,20,2.67,3,8.67,0,3.171,13.26,5.51,286.33,JavaScript,56,3,2,2,0.3,0,1,1,5,0,0.23949,54183,0.41698703,0.267971396
7509,534,BoringDAO,BOR,https://www.boringdao.com/,,https://github.com/BoringDAO/boringDAO-contract,y,,BoringDAO/boringDAO-contract,github,10,13,4,0,0,0,0,93.076,4.76,0.94,88.5,Solidity,28,18,4,1,0,0,0,0,0,2,0.10854,191733,0.391630143,0.247467382
6830,535,KILT Protocol,KILT,https://kilt.io/,,https://github.com/KILTprotocol/kilt-node,y,,KILTprotocol/kilt-node,github,0,0,0,0,0,0,0,19077.458,0,0,0,Rust,52,0,22,7,3.3,12,34,28,3.3,2,0.48606,313187,0.329557167,0.199983967
2763,536,Morpheus.Network,MNW,https://morpheus.network/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,262523,,
7440,537,BarnBridge,BOND,https://barnbridge.com/,,https://github.com/BarnBridge/BarnBridge-SmartYieldBonds,y,,BarnBridge/BarnBridge-SmartYieldBonds,github,21,19,9,1,1,0,0,12.981,9.18,3.74,98.44,TypeScript,28,12,9,4,0,0,0,0,0,10,0.20525,273359,0.404754394,0.257919333
2021,538,RChain,REV,https://www.rchain.coop/,,https://github.com/rchain/rchain,y,,rchain/rchain,github,773,470,110,8,126,152,15,0.193,21.71,5.84,360.41,Scala,73,5,101,3,16.9,10,1,0,0,643,0.47009,347694,0.376856954,0.245493927
3175,539,Maro,MARO,https://ma.ro/#/,,https://github.com/TTCECO/gttc,y,,TTCECO/gttc,github,126,114,13,0,0,0,0,0.903,0,0,254.19,Go,47,6,5,2,0,4,2,1,0.5,7,0.24622,4628993,0.398595262,0.259638063
5060,540,XeniosCoin,XNC,https://xenioscoin.com,,https://github.com/xeniosproject/xenioscoin,y,,xeniosproject/xenioscoin,github,3,7,3,1,1,0,0,39.506,0,0,471,C++,20,2,1,0,0,0,0,0,0,3,0.09174,3807646,0.381128342,0.239352026
2553,541,Refereum,RFR,https://refereum.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,634062,,
2490,542,CargoX,CXO,https://cargox.io/,https://www.cxo-token.io/,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,291504,,
5939,543,Wrapped NXM,WNXM,https://nexusmutual.io/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,94537,,
2505,544,Bluzelle,BLZ,https://bluzelle.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,223471,,
8049,545,Tornado Cash,TORN,https://app.tornado.cash/,,https://github.com/tornadocash/tornado-core,y,,tornadocash/tornado-core,github,603,255,45,1,0,0,1,0.081,7.17,2.36,136.82,JavaScript,43,10,12,3,0,1,1,1,0,4,0.22368,78250,0.279231855,0.173762702
258,546,Groestlcoin,GRS,http://www.groestlcoin.org/,,https://github.com/Groestlcoin/groestlcoin,y,,Groestlcoin/groestlcoin,github,49,60,19,1,423.67,0,1,1.623,0,0,297.73,C++,163,0,1121,3,43.2,3,0,0,0,0,0.46893,923211,0.278109844,0.167987302
7576,547,Kava Lend,HARD,https://kava.io/lend,https://app.kava.io/lend,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,50394,,
2638,548,Cortex,CTXC,http://www.cortexlabs.ai/,,https://github.com/CortexFoundation/CortexTheseus,y,,CortexFoundation/CortexTheseus,github,86,59,36,4.67,49.33,17.33,15.67,1.033,6.02,0.16,215.2,Go,110,0,455,7,8,8,71,71,0.7,268,0.64523,490521,0.41698703,0.267971396
1785,549,Gas,GAS,https://neo.org/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,46354,,
5893,550,Frontier,FRONT,https://frontier.xyz/,https://frontier.xyz/front/,https://github.com/frontierdotxyz/brand-assets,y,,frontierdotxyz/brand-assets,github,1,3,1,0,0,0,0,138.956,0,0,0,None,29,26,1,1,0,0,0,0,0,0,0.05574,263468,0.391630143,0.247467382
10049,551,Manchester City Fan Token,CITY,https://www.socios.com,https://www.chiliz.com,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,107125,,
7224,552,DODO,DODO,https://dodoex.io/,,https://github.com/DODOEX/contractV2,y,,DODOEX/contractV2,github,88,46,10,1.67,16,0,0,5.856,3.51,1.49,165.29,Solidity,21,1,8,2,4.6,0,0,0,0,87,0.28304,21840,0.41698703,0.267971396
1312,553,Steem Dollars,SBD,https://steem.io/,,exclude,y,double of STEEM (id 1230),,,,,,,,,,,,,,C++,73,25,79,5,0,16,6,4,0.7,2654,0.47363,2156922,,
5877,554,Rarible,RARI,https://app.rarible.com/rari,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,1787,,
